1	1	_	talkid	talkid : 1927	file://conllu/en/ted-mdb.1927.conllu#s1_0	
2	1	_	Chris	Chris McKnett :	file://conllu/en/ted-mdb.1927.conllu#s2_0	
3	3	for?	logic	The investment logic for sustainability	file://conllu/en/ted-mdb.1927.conllu#s3_0	
4	4	when?	change	The world is changing in some really profound ways , and I worry that investors are n't paying enough attention to some of the biggest drivers of change , especially when it comes to sustainability .	file://conllu/en/ted-mdb.1927.conllu#s4_0	
5	6	and?	mean	And by sustainability , I mean the really juicy things , like environmental and social issues and corporate governance .	file://conllu/en/ted-mdb.1927.conllu#s5_0	
6	2	_	think	I think it 's reckless to ignore these things , because doing so can jeopardize future long term returns .	file://conllu/en/ted-mdb.1927.conllu#s6_0	
7	3	and?	be (be here)	And here 's something that may surprise you : the balance of power to really influence sustainability rests with institutional investors , the large investors like pension funds , foundations and endowments .	file://conllu/en/ted-mdb.1927.conllu#s7_0	
8	2	_	believe	I believe that sustainable investing is less complicated than you think , better performing than you believe , and more important than we can imagine .	file://conllu/en/ted-mdb.1927.conllu#s8_0	
9	1	_	let	Let me remind you what we already know .	file://conllu/en/ted-mdb.1927.conllu#s9_0	
10	2	and?	have	We have a population that 's both growing and aging ; we have seven billion souls today heading to 10 billion at the end of the century ; we consume natural resources faster than they can be replenished ; and the emissions that are mainly responsible for climate change just keep increasing .	file://conllu/en/ted-mdb.1927.conllu#s10_0	
11	5	but?	be (be issue)	Now clearly , these are environmental and social issues , but that 's not all .	file://conllu/en/ted-mdb.1927.conllu#s11_0	
12	2	and?	be (be issue)	They 're economic issues , and that makes them relevant to risk and return .	file://conllu/en/ted-mdb.1927.conllu#s12_0	
13	3	and?	be (be complex)	And they are really complex and they can seem really far off , that the temptation may be to do this : bury our heads in the sand and not think about it .	file://conllu/en/ted-mdb.1927.conllu#s13_0	
14	1	if?	Resist	Resist this , if you can .	file://conllu/en/ted-mdb.1927.conllu#s14_0	
15	3	_	do	Do n't do this at home .	file://conllu/en/ted-mdb.1927.conllu#s15_0	
16	2	_	laughter	( Laughter )	file://conllu/en/ted-mdb.1927.conllu#s16_0	
17	3	but?	make	But it makes me wonder if the investment rules of today are fit for purpose tomorrow .	file://conllu/en/ted-mdb.1927.conllu#s17_0	
18	38	_	know (know know)	We know that investors , when they look at a company and decide whether to invest , they look at financial data , metrics like sales growth , cash flow , market share , valuation you know , the really sexy stuff .	file://conllu/en/ted-mdb.1927.conllu#s18_0	
