1	1	_	talkid	talkid : 2150	file://conllu/en/ted-mdb.2150.conllu#s1_0	
2	1	_	Dave	Dave Troy : Social maps that reveal a city 's intersections and separations	file://conllu/en/ted-mdb.2150.conllu#s2_0	
3	9	when?	tend	When we think about mapping cities , we tend to think about roads and streets and buildings , and the settlement narrative that led to their creation , or you might think about the bold vision of an urban designer , but there 's other ways to think about mapping cities and how they got to be made .	file://conllu/en/ted-mdb.2150.conllu#s3_0	
4	6	_	show (show want)	Today , I want to show you a new kind of map .	file://conllu/en/ted-mdb.2150.conllu#s4_0	
5	2	_	be (be map)	This is not a geographic map .	file://conllu/en/ted-mdb.2150.conllu#s5_0	
6	2	and?	be (be map)	This is a map of the relationships between people in my hometown of Baltimore , Maryland , and what you can see here is that each dot represents a person , each line represents a relationship between those people , and each color represents a community within the network .	file://conllu/en/ted-mdb.2150.conllu#s6_0	
7	4	also?	be (be here)	Now , I 'm here on the green side , down on the far right where the geeks are , and TEDx also is down on the far right .	file://conllu/en/ted-mdb.2150.conllu#s7_0	
8	2	_	laughter	( Laughter )	file://conllu/en/ted-mdb.2150.conllu#s8_0	
9	12	_	tend	Now , on the other side of the network , you tend to have primarily African American and Latino folks who are really concerned about somewhat different things than the geeks are , but just to give some sense , the green part of the network we call Smalltimore , for those of us that inhabit it , because it seems as though we 're living in a very small town .	file://conllu/en/ted-mdb.2150.conllu#s9_0	
10	2	but?	see	We see the same people over and over again , but that 's because we 're not really exploring the full depth and breadth of the city .	file://conllu/en/ted-mdb.2150.conllu#s10_0	
11	10	_	have	On the other end of the network , you have folks who are interested in things like hip hop music and they even identify with living in the DC / Maryland / Virginia area over , say , the Baltimore city designation proper .	file://conllu/en/ted-mdb.2150.conllu#s11_0	
12	7	but?	see	But in the middle , you see that there 's something that connects the two communities together , and that 's sports .	file://conllu/en/ted-mdb.2150.conllu#s12_0	
13	2	_	have	We have the Baltimore Orioles , the Baltimore Ravens football team , Michael Phelps , the Olympian .	file://conllu/en/ted-mdb.2150.conllu#s13_0	
14	7	and?	heard	Under Armour , you may have heard of , is a Baltimore company , and that community of sports acts as the only bridge between these two ends of the network .	file://conllu/en/ted-mdb.2150.conllu#s14_0	
15	1	_	let	Let 's take a look at San Francisco .	file://conllu/en/ted-mdb.2150.conllu#s15_0	
16	2	_	see	You see something a little bit different happening in San Francisco .	file://conllu/en/ted-mdb.2150.conllu#s16_0	
17	8	also?	have	On the one hand , you do have the media , politics and news lobe that tends to exist in Baltimore and other cities , but you also have this very predominant group of geeks and techies that are sort of taking over the top half of the network , and there 's even a group that 's so distinct and clear that we can identify it as Twitter employees , next to the geeks , in between the gamers and the geeks , at the opposite end of the hip hop spectrum .	file://conllu/en/ted-mdb.2150.conllu#s17_0	
