1	2	_	talkid	﻿ talkid : 1978	file://conllu/en/ted-mdb.1978.conllu#s1_0	
2	1	_	Sarah	Sarah Lewis :	file://conllu/en/ted-mdb.1978.conllu#s2_0	
3	1	_	embrace	Embrace the near win	file://conllu/en/ted-mdb.1978.conllu#s3_0	
4	2	so?	feel	I feel so fortunate that my first job was working at the Museum of Modern Art on a retrospective of painter Elizabeth Murray .	file://conllu/en/ted-mdb.1978.conllu#s4_0	
5	2	so?	learn	I learned so much from her .	file://conllu/en/ted-mdb.1978.conllu#s5_0	
6	18	after?	love	After the curator Robert Storr selected all the paintings from her lifetime body of work , I loved looking at the paintings from the 1970s .	file://conllu/en/ted-mdb.1978.conllu#s6_0	
7	2	_	be	There were some motifs and elements that would come up again later in her life .	file://conllu/en/ted-mdb.1978.conllu#s7_0	
8	3	_	ask (ask remember)	I remember asking her what she thought of those early works .	file://conllu/en/ted-mdb.1978.conllu#s8_0	
9	14	if?	be (be able)	If you did n't know they were hers , you might not have been able to guess .	file://conllu/en/ted-mdb.1978.conllu#s9_0	
10	2	_	tell	She told me that a few did n't quite meet her own mark for what she wanted them to be .	file://conllu/en/ted-mdb.1978.conllu#s10_0	
11	12	in fact?	meet	One of the works , in fact , so did n't meet her mark , she had set it out in the trash in her studio , and her neighbor had taken it because she saw it s value .	file://conllu/en/ted-mdb.1978.conllu#s11_0	
12	11	_	change	In that moment , my view of success and creativity changed .	file://conllu/en/ted-mdb.1978.conllu#s12_0	
13	2	but?	realize	I realized that success is a moment , but what we 're always celebrating is creativity and mastery .	file://conllu/en/ted-mdb.1978.conllu#s13_0	
14	3	but?	be (be thing)	But this is the thing :	file://conllu/en/ted-mdb.1978.conllu#s14_0	
15	2	_	get	What gets us to convert success into mastery ?	file://conllu/en/ted-mdb.1978.conllu#s15_0	
16	8	_	ask (ask question)	This is a question I 've long asked myself .	file://conllu/en/ted-mdb.1978.conllu#s16_0	
17	2	_	think	I think it comes when we start to value the gift of a near win .	file://conllu/en/ted-mdb.1978.conllu#s17_0	
18	2	_	start	I started to understand this when I went on one cold May day to watch a set of varsity archers , all women as fate would have it , at the northern tip of Manhattan at Columbia 's Baker Athletics Complex .	file://conllu/en/ted-mdb.1978.conllu#s18_0	
19	4	_	see (see want)	I wanted to see what 's called archer 's paradox , the idea that in order to actually hit your target , you have to aim at something slightly skew from it .	file://conllu/en/ted-mdb.1978.conllu#s19_0	
20	2	and?	stand	I stood and watched as the coach drove up these women in this gray van , and they exited with this kind of relaxed focus .	file://conllu/en/ted-mdb.1978.conllu#s20_0	
21	2	_	hold	One held a half eaten ice cream cone in one hand and arrows in the left with yellow fletching .	file://conllu/en/ted-mdb.1978.conllu#s21_0	
