# text = A cold and melancholy walk of a couple of miles brought us to a high wooden gate, which opened into a gloomy avenue of chestnuts.
A				
cold				
and				
melancholy				
walk	SBJ	indef-np.a		
of				
a				
couple	other_2	indef-np.a		
of				
miles	other_3	indef-np.bare		
brought				
us	OBJ	pron.pper	?OLD	
to				
a				
high				
wooden				
gate	other	indef-np.a		
,				
which	SBJ_3			
opened				
into				
a				
gloomy				
avenue	other_3	indef-np.a		
of				
chestnuts	other_4	indef-np.bare		
.			

# text = The curved and shadowed drive led us to a low, dark house, pitch-black against a slate-coloured sky.
The				
curved				
and				
shadowed				
drive	SBJ	def-np.the	?OLD	
led				
us	OBJ	pron.pper	?OLD	
to				
a				
low	other	indef-np.a		
,				
dark				
house	other_2	indef-np.bare		
,				
pitch	other_2	indef-np.bare		
_				
black				
against				
a				
slate	other_5	indef-np.bare		
_				
coloured				
sky	other_3	indef-np.a		
.			

# text = From the front window upon the left of the door there peeped a glimmer of a feeble light.
From				
the				
front				
window	SBJ	def-np.the	?OLD	
upon				
the				
left	other_2	def-np.the	?OLD	
of				
the				
door	other_3	def-np.the	?OLD	
there				
peeped				
a				
glimmer	OBJ	indef-np.a		
of				
a				
feeble				
light	other_2	indef-np.a		
.			

--
# text = "There's a constable in possession," said Baynes.
&quot;				
There				
's				
a				
constable	SBJ_2	indef-np.a		
in				
possession	other_3	indef-np.bare		
,				
&quot;				
said				
Baynes	SBJ	ne	?OLD	
.			

--
# text = \"I'll knock at the window.\"
&quot;				
I	SBJ	pron.pper	?OLD	
'll				
knock				
at				
the				
window	other	def-np.the	?OLD	
.				
&quot;			

# text = He stepped across the grass plot and tapped with his hand on the pane.
He	SBJ	pron.pper	?OLD	
stepped				
across				
the				
grass				
plot	other	def-np.the	?OLD	
and				
tapped				
with				
his	other_3	pron.ppos	?OLD	
hand	other_2	def-np.poss	?OLD	
on				
the				
pane	other_3	def-np.the	?OLD	
.			

# text = Through the fogged glass I dimly saw a man spring up from a chair beside the fire, and heard a sharp cry from within the room.
Through				
the				
fogged				
glass	other	def-np.the	?OLD	
I	SBJ	pron.pper	?OLD	
dimly				
saw				
a				
man				
spring	OBJ	indef-np.a		
up				
from				
a				
chair	other	indef-np.a		
beside				
the				
fire	other_2	def-np.the	?OLD	
,				
and				
heard				
a				
sharp				
cry	OBJ_2	indef-np.a		
from				
within				
the				
room	other_2	def-np.the	?OLD	
.			

# text = An instant later a white-faced, hard-breathing policeman had opened the door, the candle wavering in his trembling hand.
An				
instant	other	indef-np.a		
later				
a				
white				
_				
faced				
,				
hard				
_				
breathing				
policeman	SBJ_3	indef-np.bare		
had				
opened				
the				
door	OBJ_3	def-np.the	?OLD	
,				
the				
candle	other_2	def-np.the	?OLD	
wavering				
in				
his	other_5	pron.ppos	?OLD	
trembling				
hand	other_4	def-np.poss	?OLD	
.			

--
# text = "What's the matter, Walters?" asked Baynes sharply.
&quot;				
What	SBJ	pron.pint		
's				
the				
matter	other	def-np.the	?OLD	
,				
Walters	other	ne	?OLD	
?				
&quot;				
asked				
Baynes	OBJ_2	ne	?OLD	
sharply				
.			

# text = The man mopped his forehead with his handkerchief and gave a long sigh of relief.
The				
man	SBJ	def-np.the	?OLD	
mopped				
his	other_2	pron.ppos	?OLD	
forehead	OBJ	def-np.poss	?OLD	
with				
his	other_2	pron.ppos	?OLD	
handkerchief	other	def-np.poss	?OLD	
and				
gave				
a				
long				
sigh	OBJ_2	indef-np.a		
of				
relief	other_3	indef-np.bare		
.			

--
# text = "I am glad you have come, sir.
&quot;				
I	SBJ	pron.pper	?OLD	
am				
glad				
you	SBJ_2	pron.pper	?OLD	
have				
come				
,				
sir	OBJ_2	indef-np.bare		
.			

--
# text = It has been a long evening, and I don't think my nerve is as good as it was.\"
It	SBJ	pron.pper	?OLD	
has				
been				
a				
long				
evening	other	indef-np.a		
,				
and				
I	SBJ_2	pron.pper	?OLD	
do				
n't				
think				
my	other_4	pron.ppos	?OLD	
nerve	SBJ_3	def-np.poss	?OLD	
is				
as				
good				
as				
it	SBJ_4	pron.pper	?OLD	
was				
.				
&quot;			

--
# text = \"Your nerve, Walters?
&quot;				
Your	other	pron.ppos	?OLD	
nerve	other	def-np.poss	?OLD	
,				
Walters	other	ne	?OLD	
?			

--
# text = I should not have thought you had a nerve in your body.\"
I	SBJ	pron.pper	?OLD	
should				
not				
have				
thought				
you	SBJ_2	pron.pper	?OLD	
had				
a				
nerve	OBJ_2	indef-np.a		
in				
your	other_4	pron.ppos	?OLD	
body	other_3	def-np.poss	?OLD	
.				
&quot;			

--
# text = "Well, sir, it's this lonely, silent house and the queer thing in the kitchen.
&quot;				
Well				
,				
sir	other	indef-np.bare		
,				
it	SBJ_2	pron.pper	?OLD	
's				
this	SBJ_2	pron.pds	?OLD	
lonely				
,				
silent				
house	other_2	indef-np.bare		
and				
the				
queer				
thing	other_2	def-np.the	?OLD	
in				
the				
kitchen	other_3	def-np.the	?OLD	
.			

--
# text = Then when you tapped at the window I thought it had come again.\"
Then				
when				
you	SBJ_2	pron.pper	?OLD	
tapped				
at				
the				
window	other_2	def-np.the	?OLD	
I	SBJ	pron.pper	?OLD	
thought				
it	SBJ_2	pron.pper	?OLD	
had				
come				
again				
.				
&quot;			

--
# text = \"That what had come again?\"
&quot;				
That				
what	SBJ	pron.pint		
had				
come				
again				
?				
&quot;			

--
# text = "The devil, sir, for all I know.
&quot;				
The				
devil	other	ne	?OLD	
,				
sir	other	indef-np.quant		
,				
for				
all				
I	SBJ_4	pron.pper	?OLD	
know				
.			

--
# text = It was at the window.\"
It	SBJ	pron.pper	?OLD	
was				
at				
the				
window	other	def-np.the	?OLD	
.				
